y,x1,x2
3.499381334,1.561896683,0.947589906
2.920423028,1.047831118,1.73776708
2.871681342,0.428432635,4.509049875
0.707325619,0.17964463,1.536744933
1.258200509,0.297708804,1.926635014
1.534060703,1.227708977,0.536852954
1.048450802,0.620067876,2.5591986
0.401993746,-0.283953967,0.296806477
-4.399420229,-1.391065249,0.131994984
-0.734239733,1.215149826,0.828676123
1.172001264,-0.329489944,1.345135254
1.455057075,-0.134988091,2.362920441
0.28825142,0.727623446,0.750638736
-0.848818654,-1.646851315,0.589611477
2.80589289,0.850226239,0.797072458
1.989896925,-0.191866585,4.819479798
-0.193618189,-0.340628149,0.586391465
-1.266627128,0.08545529,0.257596875
2.183366598,-0.176521746,1.438574051
0.412095239,0.616636494,0.906710413
0.55856352,-0.381783286,0.896862486
8.180232945,2.559859174,3.134874996
2.596721082,1.369524691,2.302740919
1.5487613,0.458393004,2.007255689
-0.182671787,-0.610692737,1.415885782
-0.461840144,-0.108721375,1.244286987
0.504045978,0.079076896,1.589700717
1.011108582,0.80783018,1.55184214
-1.794959367,-0.023561558,0.234137887
1.285400733,0.408009018,1.717339886
-0.29172056,-2.527014739,0.900269027
-1.880966455,0.36383953,0.484696155
2.421792048,0.235211087,3.878907313
1.587768202,-0.37744681,1.10346694
-0.650367058,1.026497332,0.759865086
4.702053096,-1.188150744,2.798008849
3.858849214,2.0415783,1.43251899
0.558163601,0.186048947,1.888125456
-1.897451811,0.753324266,0.229974245
0.111744271,-0.431923237,2.872833811
2.391106417,1.19778258,1.341418629
1.096112342,-0.460050212,0.401677405
0.532490402,-0.025185301,3.535707754
1.314982752,-1.069318838,2.086020097
7.100404474,3.093014464,2.639679731
0.164707168,-0.154808263,1.623268455
4.022854429,-0.425218232,4.695822323
2.181162708,1.246759484,1.488371616
0.413442476,0.189508803,1.557358999
4.504796011,-1.735739113,5.306684297
2.994258742,-1.779121092,1.641663098
0.086101833,-2.179086966,1.089158483
-0.280070179,1.07361024,0.268609734
2.967299797,1.835288349,1.17404344
1.171161863,0.356481348,1.128149375
1.561884239,-0.467148974,1.365686891
0.428993422,-0.388828653,1.994989635
-1.677126132,0.642043538,0.73326946
1.97950033,0.775131423,1.294167491
3.973053507,0.381658132,2.72149356
1.149507307,1.837579591,0.774177284
1.384744229,0.216589265,0.900286317
1.963402416,-0.617198993,0.96620594
0.020236735,0.998796612,0.610858937
6.188652877,1.937824276,4.193017127
0.328144842,-0.571841483,0.733771751
-1.284997323,-0.772404164,0.500164305
0.016844145,0.60987511,0.746226695
2.914303855,-1.24745646,2.366672169
4.893951085,2.233513902,1.835329777
1.788292045,-0.257015074,1.280432113
0.066015147,-0.185523101,0.938411151
2.451042064,-1.063427404,2.134149392
0.758409535,0.634909419,1.141725068
3.743488084,1.748552876,0.853760059
0.776788925,-0.691734666,2.277288019
-3.153732347,1.242224028,0.121792367
-0.433208913,-0.631017581,0.711599292
0.201669294,0.113819237,2.132189136
-0.776451315,0.128698371,1.037678216
4.388549988,1.349458649,1.918853155
2.15768713,0.401783796,2.996698589
1.312949331,-0.916108321,2.013556996
-0.312222794,0.64076996,0.945130901
1.664171345,-0.048874836,1.469522888
1.437842632,0.786763241,0.801514501
0.712729367,-0.360730109,1.566991686
5.181909806,-2.683319663,3.98014757
0.770515329,-0.773206463,2.077263759
-1.616909433,0.476016804,0.712590897
-0.538355593,-0.446804562,1.376671809
-0.02765093,-0.759401256,1.097789472
0.143603209,0.534975656,0.977809554
1.244800204,-0.767930585,2.278087277
2.127910302,0.793840425,1.580184299
-0.803103462,-0.747838758,1.380239344
0.1178549,0.280245055,1.690190802
4.614717142,-1.96980452,2.342158257
0.909070777,2.566771713,0.373632352
-0.890276635,-1.831590466,0.587985625
0.936981268,0.455500994,1.125049444
2.24841676,-1.349183397,1.38621399
-0.708543643,-0.226622136,1.047449455
-0.908664776,0.10013194,0.768080287
1.679859448,-0.493504334,1.410555654
0.982284015,-0.036914333,5.245503022
0.990682251,0.488726989,1.292146665
0.444795532,-0.576326451,2.567481971
-0.987660879,-0.154121161,1.188625267
-2.533382409,-1.855194048,0.429158194
-0.389596985,2.522945198,0.512726553
0.882596917,-1.027466925,1.472518352
1.722453176,-0.590743961,0.885723287
6.354671423,2.851731273,1.660280316
-0.28855299,0.178653309,1.068363334
-0.211439677,-1.886284955,0.841613657
-0.386297147,0.200976938,0.696782669
2.438830349,-0.139172112,3.791788131
-0.733645983,-2.147502807,1.028061821
-3.166091626,-1.723853013,0.320322843
2.989619885,-0.49533836,5.83875359
-0.174307411,-0.908217529,1.221446258
0.140752896,0.422459517,1.434752183
-1.129335693,-0.777085216,0.425046507
3.514867383,-2.154803785,2.656738894
2.026343931,1.913501789,0.526257252
-1.158767207,-0.628648042,0.553923376
-0.348327415,-1.208147928,0.942211463
2.629743353,-0.206689359,2.017506369
1.965221453,0.495339685,4.707473256
-0.486917636,-0.212914659,0.91327645
-2.542235696,-0.421485679,0.131698555
2.732899409,0.963720613,1.294387798
0.982140376,0.916032243,0.531533118
4.160162144,1.188724053,2.458744205
1.096359539,-1.475034485,1.591814871
-0.663062541,-1.29934343,0.770843964
0.832705722,0.685407355,1.737786744
0.334656413,-0.494077576,0.72190655
0.368696845,0.382381094,1.997449507
0.081033324,-0.214917495,1.107916603
-0.010710058,0.872980042,0.754504686
1.108970863,-0.004189594,1.885994823
3.88809772,-0.433459223,2.32552847
6.283939893,1.28892282,5.670045033
1.038952275,-0.664648309,1.198487865
2.519766035,1.42238111,2.174457497
2.493938661,1.836982773,0.375679588
0.103135589,0.632541058,1.222651578
2.078967145,0.586365224,2.212736497
-3.228454455,0.015109421,0.425179089
2.083363141,0.929651451,1.340989985
2.398051697,-1.20954551,1.456090719
0.577886588,0.729708356,0.986003427
1.691030594,-0.996838267,2.491407753
0.669363846,0.324923366,2.031808159
0.351149069,0.89522131,0.524796375
-0.4764334,0.139789939,1.256869869
0.228698683,2.119073088,0.371477362
-2.758248231,0.034926615,0.288920361
0.612611701,-1.51081032,1.150419793
0.931114614,-1.699714847,0.756868155
1.929523337,-0.353512881,2.161995443
0.592637808,-0.288330075,3.003736603
0.657048034,-0.677345329,0.880729589
-0.930149648,-1.200221144,0.534114567
-0.64864167,-0.864394239,0.722959965
0.597087442,1.65639115,0.413489038
1.744709947,0.359341069,2.012807582
-1.603999122,-0.477982234,0.696106532
2.747640069,1.185836261,1.492548155
-0.646810343,-0.402174051,0.27814411
4.092727034,0.692379521,2.126254751
-3.059309135,0.11045004,0.335898582
0.797164404,0.815088875,1.050250352
4.108109835,1.419438739,0.813500501
1.989034071,0.376110172,1.068319862
3.013547126,-0.966024725,2.014256104
0.46298774,-1.249735496,0.500520574
4.23305865,1.057977162,3.051170828
-1.380563898,-0.404216582,0.722392371
0.802994444,0.079054797,0.302855761
2.314171784,1.027535584,0.861167098
1.201887843,0.847846434,1.238615339
-0.32838154,0.145280325,0.252783974
4.284206923,1.161809444,1.861163609
-0.728794147,-0.705675925,0.688330522
2.165054723,-0.616469516,1.254031321
2.450165145,-1.536229479,1.917601806
0.31074195,-0.113819562,1.111262389
0.138814423,-0.252047507,0.502855394
2.057208164,-0.518545851,2.579333867
3.584170292,1.131168788,0.739664767
0.987833691,0.69243428,1.358635925
-1.078178804,-1.361778126,0.86660719
1.046012133,0.621141031,0.563713467
1.711258519,0.472216755,1.425452965
1.773765993,-1.422450843,2.843659766
2.114514684,0.319636401,1.630896901
0.401909211,-0.389501477,1.711491618
1.0894438,-1.104825652,1.883041609
-0.895729752,-0.563782635,1.481684662
2.136058918,-0.543468633,1.848607737
2.544727482,0.332020583,1.479243363
2.494217296,0.860367632,2.522233044
4.383363558,-1.254824766,3.463895921
2.368751365,1.21039939,0.901713176
-0.839456195,-0.324369403,0.858149808
-0.497379584,0.171883976,0.246855697
2.804991762,-0.6624498,3.0126865
0.161092557,-0.123932298,0.620656631
0.760953774,1.89967802,0.606893367
1.071497651,-0.639552446,3.393852659
2.172662376,-0.92686361,2.597841309
-0.960098596,-0.566904751,1.000288156
-0.678667048,0.898705246,0.596123486
-0.250484771,-0.450438739,1.829535426
1.387952824,-0.94829518,3.309826705
-0.017097769,0.231186273,0.962457575
1.454295483,-1.383881448,0.841683285
2.035605381,0.882964961,0.893611961
1.415353096,-0.194229626,1.257125496
-0.494126108,-0.471797238,0.616812184
-2.025632315,0.730795686,0.763868426
0.122001051,0.795581005,0.771161488
-2.050631792,-0.754479983,0.227420256
-0.534504494,0.591721462,0.481855469
0.15903047,0.248769938,0.781624499
1.494104841,-0.5145419,1.291917723
2.034768853,0.782788915,2.51034106
0.777139735,-0.672781681,1.938025024
1.490761777,0.306742614,0.907230132
1.924855044,0.556949531,1.267448686
0.443792762,-0.945311342,1.515911609
-1.230790972,0.063319281,0.668668996
0.674451188,-0.169008588,2.46051676
4.497158791,-0.765731608,5.181682079
3.648552002,-0.717970977,2.590546336
2.485039798,-0.493972283,2.051224856
-0.355816638,0.474799397,1.050929142
1.563304441,0.122288565,2.761460002
1.667136241,1.395237574,1.146845224
-0.703618946,1.141012434,1.144020025
2.577093038,-1.261483276,2.288139898
4.208180087,-2.331850942,2.382511803
0.55596328,-0.695475392,1.305354456
3.234827091,-1.166261614,2.199762636
0.482330094,-0.22254482,0.183009101
-0.989434143,-0.435136259,0.947792541
1.177695455,-1.012884116,1.540702587
0.152859578,-0.165632636,0.48983105
-0.515076453,0.565063613,0.859054755
1.787352528,0.757349383,1.923004071
-0.567201161,0.239910747,0.766328073
2.781101744,-2.249133751,2.62535785
0.32941851,0.569387567,0.684211486
1.465602373,-1.137461553,2.237870838
-0.78844927,-0.539979884,0.535922861
2.8741291,-1.09701763,2.165149581
0.93816262,-1.604702591,2.10639914
-4.162549162,0.270410427,0.043195473
2.196425224,1.79829778,0.913482789
-2.412389881,0.105478529,0.130070751
-0.802673059,-0.490630006,0.634460847
-1.022528888,-0.332809184,0.511159861
1.351361797,-1.30992636,1.116042452
-1.35381828,-1.833696558,0.616916316
-1.355366743,0.00565295,0.402122348
1.480261672,-1.008666841,2.564586815
-0.11235951,-0.238009342,1.901803924
1.435988693,0.164742316,4.125412526
5.415575852,-1.744482674,3.188355805
-0.675752289,1.052354614,0.738050212
1.885549532,0.377826122,0.776086647
0.100927865,-0.123306909,0.384839417
0.831987652,-1.409082476,1.369718885
1.317457011,-1.180695949,1.272109738
2.019752782,0.892209386,0.769657475
2.062259336,-1.497372159,3.74475933
3.990258926,1.419817645,1.87436687
2.754445345,-1.029254634,2.855863287
-2.144600598,0.258010876,0.193196162
3.481341694,-0.240932212,3.143632276
-0.765411834,-0.182389251,0.295324064
0.511919485,0.260280903,0.800506104
0.906775042,-0.725424891,2.040595752
1.438194265,0.798008818,1.048498536
-0.967748624,-0.055521336,0.511771816
4.623214159,2.452276863,1.569979478
-0.741834848,0.797710346,0.357971226
0.046563196,1.333534659,0.673923416
-2.634323917,-0.774377007,0.605454761
-0.070628656,0.260948403,1.815526063
-0.125953748,-0.522730117,1.195465465
2.598218332,0.419833266,1.43628904
2.663366149,-1.428525973,0.705504769
4.034322546,1.820407935,1.70340371
1.40137986,-0.530339476,1.555183234
1.446766914,0.217894089,2.227937088
3.746341367,1.82025883,2.370719192
1.564370993,0.560792964,1.960535631
0.387048001,1.100655277,0.839958176
-0.494380114,0.629979705,0.490158432
1.401429541,-0.965121502,0.819750318
1.418655831,-0.587791805,5.250464538
1.834594978,0.8237113,3.258217648
0.28934865,-0.390722554,0.9620602
0.907686695,0.97966783,0.76714373
0.452433664,-0.053443786,1.06629051
-0.057332344,-0.534125198,1.057525641
-0.706836123,-1.48645834,0.456605322
0.233114012,0.53187496,1.335791507
3.934122371,1.812081596,2.33957935
-0.325292001,-1.174024598,0.684495992
3.100255537,1.830377714,0.807931208
3.217611336,-2.921527567,1.031320396
2.271893464,-1.852138727,1.944945089
0.087877102,-0.204132999,0.497308036
4.906667134,1.601423565,2.225852743
2.485207794,0.450077221,2.346050427
1.039437012,-0.506835317,0.433945469
5.279797181,1.539442772,2.741004732
2.853199889,0.854379534,2.658650641
5.334283335,-0.475056621,3.85720802
2.458067368,-1.672621157,1.701924365
1.695410378,0.937330354,2.609777524
1.656696002,-0.769100999,0.813095078
-0.16888324,-0.333173561,0.899789639
-1.336525782,-0.012461709,0.377027069
2.043498252,-1.537584849,2.870104446
2.294908285,-0.507480317,1.663267004
-0.263200967,-0.543381097,1.122002623
-0.197511341,0.804761953,0.307504615
3.921597167,1.130445819,4.227223391
6.180707932,1.037660375,2.441084262
0.892191849,0.255769622,1.086970415
0.832828919,-0.206883124,2.83788865
0.219307404,-1.75300991,0.986169594
1.087018125,0.629720035,1.721007631
-2.288132367,0.100642923,0.239781154
-2.609850411,-0.238033253,0.503396771
2.185447462,0.097652989,1.290456811
-0.759337319,0.817024803,0.488518434
0.368048089,-0.580102353,0.838367852
0.678424262,-0.713270428,1.510384928
3.940191473,-2.510579256,1.538315608
2.818420698,0.285264101,4.809242538
2.469815078,-0.511498889,1.787814241
-1.663128072,0.314175017,0.409410684
1.721210764,-0.306179357,1.822752012
4.530562871,1.145901984,3.540995521
0.927862185,-0.89385223,1.279449199
5.166280236,-0.70801922,8.126405939
0.458582465,-1.287307514,2.11430666
-4.421630051,-2.810363102,0.286162878
2.706507047,1.449203528,0.871851386
0.238016223,-0.468831171,2.006814486
-5.746739488,-1.407428695,0.070259924
-2.531272289,-0.472169587,0.74751971
2.254608921,-0.122046496,2.11704436
-0.194432079,0.038472388,1.70187463
1.546179182,0.046955185,2.991870801
-1.419633277,-1.079917583,0.311010675
0.055912762,-0.125331255,0.358569052
2.842120171,0.155355475,2.923175885
0.686914113,-0.352879252,1.989065378
5.246185971,1.233457726,3.874020888
0.093022189,-0.468977833,1.522762326
1.648978916,0.167193827,0.645858748
-1.176678606,-0.916128674,0.85974406
4.135310458,1.158875872,1.973989319
0.624877947,-0.337893019,1.0827323
1.200273733,-0.151398476,0.752073982
3.733129227,1.164300256,1.117979645
-0.630033496,-2.101401225,0.92237165
3.478286827,2.287185587,1.212596972
1.061693179,-1.043462823,1.765935538
-0.208740158,-1.157744959,0.911021133
-1.062719779,-0.026924002,0.486295839
-5.827663042,-1.574488065,0.094373122
0.723264368,0.417071374,0.748826507
-1.022368824,-0.576179652,0.844581927
0.654504166,-0.245157824,1.720638924
-2.852677847,1.5966098,0.212370787
3.117340214,-0.939218521,3.189727785
-0.601335892,-0.467038019,0.592942792
-1.013726384,0.06348315,0.69520805
-0.79255134,-0.671178038,0.493864464
-1.590707649,0.571887122,1.397369936
-1.477798464,0.510228999,0.765753636
3.010902295,0.868051075,0.932613806
0.046607672,-0.388164879,0.851636315
-0.593906633,0.561542521,0.716687844
5.923858172,2.215126658,2.665134041
-0.769238614,1.590887013,0.435414476
0.790933953,0.779786816,1.181927667
2.216339315,-0.159469776,0.923381844
2.343291298,-0.468704671,2.866732299
-1.883340059,-0.397847978,0.413731534
1.952904159,-1.534969135,0.966017762
1.660593084,-0.253366534,2.336357292
1.228832627,-0.280221782,2.334180733
0.836884055,-0.067698113,3.494011905
1.012853108,-1.441553145,1.044160738
1.908119123,1.084431795,1.541659495
1.041583285,-0.242776114,3.471435425
1.682040494,0.801469758,1.118509302
2.418218174,-0.382747897,1.774396418
-1.972468098,0.711469372,0.315967108
-0.511788943,-0.670544713,0.799720751
-0.650749066,0.61475897,0.605265485
0.088450119,-0.370545625,1.544415391
0.82665405,0.130561713,1.10083877
2.915312536,-0.852032386,4.439397501
2.067184615,-1.073780612,1.883888479
-1.073961215,-0.017330234,0.277016164
-0.545912205,0.079436397,0.618013058
-2.353582945,-2.773169567,0.562136801
-0.447950538,0.210402194,1.191472571
0.522828172,-1.076850854,1.185551078
2.707851841,0.771138026,2.855747533
1.769392078,-0.287481411,1.157803564
-0.743854804,0.778546885,0.379858868
-2.783932399,0.317340818,0.336162452
-2.303878742,0.68949359,0.248260591
1.16146492,-0.339191489,2.321035209
1.971812133,0.826147684,1.963331876
-1.535776786,-0.425014795,0.885126946
1.508087442,1.086534378,0.939156959
0.739315818,-0.521884165,1.690383774
0.165363289,-0.937384847,0.725621898
0.476801871,-1.354346716,0.783944951
3.830887671,0.368144605,2.534256866
1.814708992,-1.304946228,1.767195622
-1.29604914,-0.315541647,1.609104085
1.23041351,-1.231301209,1.136174707
4.319201753,0.917786952,3.805947456
1.175279148,-0.545418623,1.644358303
-0.995724995,-2.292982972,0.547630953
-0.13207961,-0.802352224,0.957992655
1.438310343,0.652820032,2.114981919
3.658560889,0.24738383,3.171162062
-0.324142931,-0.249625744,1.090767954
0.640521259,-0.289866033,0.474526707
1.511640354,-0.19343502,1.333383552
1.507394843,-0.846716264,1.233335054
3.242311373,1.062908379,2.724371967
2.317285868,0.787517818,2.465108337
3.903464228,-0.298286254,2.680825744
1.917811295,-0.272266723,5.385576758
2.877144463,0.67855596,3.137197165
2.758408818,0.34141733,2.82499276
1.734111599,0.9581925,1.173780063
2.294923737,1.726252672,1.657090648
3.620081925,1.312974201,0.723546401
0.240599543,-0.152274568,1.532990326
3.555402449,0.788046241,1.733880789
0.305529664,1.34499059,0.661002186
0.235386122,0.691190807,0.509077744
1.368252876,-0.884713407,1.41934596
-1.475289053,-0.707825252,0.395723789
-0.394636676,-1.398435719,0.655368528
1.948618175,1.532503513,0.893008279
3.213129408,-2.323130862,2.569418532
5.090414164,1.255088727,2.338719637
1.275030276,1.542071678,0.740292766
-3.380616104,0.518104185,0.130152172
2.230887268,-0.270585445,1.75526263
0.034343742,-0.075977401,0.725230398
1.058980158,0.045969555,1.239321144
5.854494587,2.204758109,1.763363215
0.282518972,-0.123744414,0.480443701
-1.176873088,0.517174395,0.836592859
1.090558537,-0.001413052,2.091026885
0.75329796,0.262002212,1.094463155
0.882482583,0.292264604,2.389275121
-0.719471136,-1.666879326,1.090622242
1.336599729,-1.444951594,1.475262814
1.328520306,-0.925047623,0.973080424
2.002538251,-0.829784163,3.13019325
0.698062103,-0.528186528,0.443570553
2.536579416,0.409692512,4.035194382
1.349726682,-2.042126273,0.88272023
-1.521954169,-0.225157414,0.462983731
3.665931013,-1.169421878,2.40600806
0.118757905,0.398050605,0.724208034
1.100863158,0.346213933,2.284687073
0.684626492,0.436593669,1.310423913
2.111208308,-0.481888843,2.342530142
1.133884723,-0.03581413,1.252900508
0.110781246,-0.223410282,2.115463067
0.690041946,0.962748546,0.819370324
1.83193078,0.257886932,2.816659877
2.556919551,-1.894085453,2.583179763
-0.775644832,-1.025718134,0.758225139
1.496338104,-1.279051062,1.207113981
0.343205594,-1.657666998,1.585158309
-0.492446223,0.054047562,1.384408495
-0.676583147,-0.362288299,0.580288972
0.492098535,-0.040601731,1.217871748
0.703804965,0.167634564,1.822888065
1.956104747,0.545586179,2.256915897
1.822981577,1.408184026,1.32527067
1.886743821,0.803750977,0.668676696
2.71060956,-1.216856254,2.389893936
-1.239006649,0.872990453,0.307304129
-0.673400631,-0.232258814,1.518492703
0.430638281,-0.451833995,1.549969499
-0.477890423,-0.884030084,0.421580253
0.802915844,-1.480185176,1.256944456
-1.956442221,0.600981827,0.647586594
2.132951006,0.3811742,2.434194036
-1.798617349,-0.127220485,0.683303087
0.596438093,1.041129672,0.970177501
-1.283539212,0.021372412,0.520739153
2.261471942,0.538519464,1.748976296
1.347648878,-2.044399948,1.396353568
0.545838157,-0.784614101,1.753916636
1.487072974,0.122783602,2.259980831
3.668306104,1.027886626,2.824578013
2.465469589,0.372546102,2.409691707
1.917159947,0.434471306,1.203158798
3.86998381,2.215282313,1.336590931
-1.639998966,0.143427253,0.385211599
0.598632759,-2.058206209,0.665645447
4.343836097,-0.940546202,3.74773697
3.474706614,0.754006103,1.991111498
0.992276336,-0.238025887,0.901690496
-0.428646864,-0.479525517,1.526003919
0.237174866,-1.146154963,0.876411755
5.299956933,-2.015878208,3.290292255
1.542985381,-0.241041466,1.670265893
-0.906751452,-0.013225531,0.475733843
-1.346071898,0.078985372,1.824773382
-0.384025155,0.907581138,0.533767302
0.971135782,0.637055409,1.886418619
3.091368254,0.968767426,3.869770187
3.94538333,1.605678046,1.137563805
0.256713413,-0.545724227,0.799175363
2.089800938,0.485148709,1.595842541
-0.103973013,-0.127529932,1.106786384
-2.17683229,-1.146764991,0.395385143
3.287102265,-1.913845514,1.376427777
3.463391223,2.00695416,1.187537502
1.82069101,-0.35722515,3.055908417
-1.264257881,-0.302267089,0.948655791
0.609641623,0.256581432,1.36255996
-0.207211865,0.242681539,1.467414006
1.400561539,0.131986848,1.610254439
2.093299932,0.764799965,3.376452736
1.663537807,-1.593184864,1.121856833
-0.556905575,0.225072391,0.312289181
1.560021284,-0.380945422,3.351030189
2.984843716,-1.026835974,1.360971759
2.700267817,1.22155932,1.419239304
-0.142653679,-3.393636702,0.624308335
1.949204738,-0.647194956,0.82675004
2.204172452,0.492210799,1.628730605
-6.542421577,-1.086590389,0.044970631
1.466106906,-0.056594476,0.62610981
2.950681054,1.925267041,1.693205762
1.113583718,1.205546276,1.530137022
-0.734466858,-1.191126221,0.516324626
-0.302071603,0.601619725,0.077228574
0.191424368,-1.805420288,0.505778004
-1.887721647,0.146715934,0.511559166
2.83647552,1.964422472,0.635332936
1.384387056,1.564167326,0.930423691
-0.429763626,0.487503458,0.781830441
2.132957008,1.337236397,1.715222127
0.26321012,0.689021999,0.594154985
-3.047628289,-0.702222426,0.114948471
-0.232219309,-0.093493831,3.130647542
3.292536184,-1.823217377,1.743726846
2.093035527,-0.350370981,1.421987823
6.346419849,1.385485473,2.535940258
3.84162438,1.169379923,1.678210233
-2.371457198,0.067257053,0.759277283
3.551211583,-1.434317698,3.725852699
0.811381742,-0.493583921,0.36334063
-2.414302136,-0.056265898,0.316094983
0.789222774,-0.956547496,1.106406687
0.832704245,-0.076655036,2.372692216
2.642556715,0.685218328,2.056439533
-0.162188743,-0.031885839,1.077507987
0.51566753,-0.371192719,3.00888089
1.0754596,-0.236426343,1.59155502
0.628873919,-0.708975291,1.328348985
-0.657659588,-0.049020267,0.719036493
3.282032023,1.532182975,1.471257322
0.624155205,1.030754093,0.849320665
1.636155217,0.46914719,1.928385238
-0.566630276,0.223295018,0.784411969
0.160855015,0.123588179,0.935546735
3.748566882,0.822617075,2.680027412
1.583157403,0.579923167,2.564328926
2.611531742,-0.565887881,2.941849734
-1.753494472,0.103515928,0.319068106
1.856386125,-0.20145027,1.325905113
1.168493407,-0.793900426,0.850413241
2.539458293,1.381259901,1.193913022
0.275832184,-0.076393606,1.067174773
-0.753192151,-1.153453186,0.942960548
-0.275557153,0.098704116,0.807078825
3.194245902,1.071481731,3.997418969
-0.930398388,0.081247926,0.509244497
-0.835757014,-0.173372867,1.284314252
-1.279928485,-0.338480422,0.73916346
2.398896708,-1.534927486,1.51209719
1.216711767,-0.721171463,0.489519089
-1.771832812,-1.690688227,0.780320923
-0.919144236,-0.306217014,0.466210092
1.832737917,0.552763016,0.513812247
-1.322582831,0.074818944,0.365055409
-0.188424631,1.162267335,0.488205198
0.051048042,-0.105412368,0.692062319
0.293423895,-1.135708685,1.430991038
1.842701394,0.67774184,1.614895101
0.767565193,0.357946093,1.701216722
-3.693710031,-1.00487178,0.099328467
6.507360594,2.235384626,2.096560368
2.07335326,-1.017099905,1.513903712
2.282431589,1.663007345,0.831404718
2.838155184,-1.45897833,1.490620572
1.599265891,0.632481486,0.824914082
-2.775953343,-0.257313032,0.259524731
-4.280142039,-1.217361268,0.105840835
2.217942911,0.557589625,1.565436981
1.695487586,-0.097140873,1.438324273
1.098565058,1.060870412,1.003445744
-1.146092175,-0.002252974,1.624629381
-0.925934174,0.430381665,0.159582483
2.887391595,-0.442352397,3.211299149
5.79437998,2.650063992,1.600456829
-0.055714284,-0.013039534,1.188030714
3.063013695,1.041148403,1.779548602
2.987578144,1.274866879,0.723642169
2.324300993,-0.778397215,2.080568637
1.496773637,0.244505141,4.161772751
1.206313913,-0.229209679,2.238915977
-0.153527164,-0.66396374,0.759831535
2.745867547,0.481542013,4.288765043
1.31701108,-0.088635252,0.761198606
-1.777229176,-0.96659305,0.483364835
2.526251471,0.513043973,1.777431871
-0.532446394,-0.559454643,0.494226291
0.968563876,0.424988507,1.021622404
-2.495499869,-0.72077222,0.248081655
0.240222285,-0.154122018,0.715993369
0.759127816,-0.547112918,0.746348518
5.142840649,2.482674171,1.438533326
0.466830614,0.729345665,0.524314571
6.526131459,1.273683577,3.50342417
-0.739632607,0.097273633,0.64337229
2.583204246,-1.129137256,1.941749051
-1.428163129,0.585272413,0.283537347
2.797249862,1.930890194,1.114085396
-0.179586975,-0.822839791,0.675652664
2.443382692,1.012544249,1.397538221
0.190471192,-0.793326877,1.64541709
0.841944864,-1.101677241,1.452802339
0.93142964,0.207686358,1.526985574
0.771955465,-0.168079087,1.705244058
3.395413238,-1.874376796,2.651674448
1.644119015,2.115038706,0.453032112
2.499087316,-1.188129162,2.33393717
-0.684897444,-0.186780579,0.987017468
0.222234271,-1.149160552,1.29838509
0.321361149,-0.29388172,2.624526345
1.003858535,-0.286006473,1.419867335
0.984165485,-0.316328435,1.818747958
1.701054035,1.153622826,1.018687122
